Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
386,120,0,3182,0,0,0,0,0,0,0,21,0,0,3,1,8,5,2004,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,0,0,1269,2,0,2,1,0,6,0,1,1,0,2,0,0,0,146,20,0,0,144,0,0,0,0,0,4,2010,0,0,192000
387,50,0,8410,0,0,0,0,0,1,0,15,1,0,0,2,5,3,1910,1996,2,0,2,0,1,1,2,0,1,0,0,2,0,0,2,0,0,658,526,0,1184,1,0,5,1,1,8,0,0,0,4,3,3,2,1,0,151,0,0,0,0,0,0,0,0,5,2006,0,3,81000
388,80,0,7200,0,0,0,0,0,0,0,15,0,0,0,5,6,6,1976,1976,1,0,1,1,0,1,0,1,1,0,3,1,0,0,0,0,0,1125,0,0,1125,1,0,3,1,1,6,0,1,3,1,1,0,0,0,296,0,0,0,0,0,0,2,0,0,10,2009,0,1,125000
389,20,0,9382,0,0,1,0,0,3,0,0,0,0,0,1,7,5,1999,2000,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1479,0,0,1479,2,0,3,1,0,6,0,0,0,0,0,0,0,0,120,25,0,0,0,0,0,0,0,0,7,2008,0,0,191000
390,60,0,12474,0,0,0,0,0,0,0,10,0,0,0,0,10,5,2007,2008,0,0,0,0,2,2,0,0,2,0,3,0,0,0,0,0,0,1742,590,0,2332,2,1,3,1,2,9,0,1,4,2,2,0,0,0,196,134,0,0,0,0,0,0,0,0,8,2008,1,2,426000
391,50,0,8405,0,1,0,0,0,0,0,15,0,0,0,2,5,8,1900,1950,0,0,1,1,1,1,0,2,1,1,0,3,1,0,0,0,0,961,406,0,1367,1,0,4,1,1,7,0,0,0,1,1,0,0,0,0,130,112,0,0,0,0,1,0,0,4,2008,0,0,119000
392,60,0,12209,0,0,1,0,0,3,0,4,0,0,0,0,6,5,2001,2002,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,804,1157,0,1961,2,1,3,1,0,7,0,1,1,2,2,0,0,0,125,192,0,0,0,0,0,0,0,0,6,2009,0,0,215000
393,20,0,8339,0,0,1,0,0,0,0,11,0,0,0,1,5,7,1959,1959,0,0,1,1,1,1,0,4,3,2,4,5,2,0,2,0,0,882,0,0,882,1,0,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1200,7,2007,0,0,106500
394,30,0,7446,0,0,0,0,0,2,0,8,1,0,0,1,4,5,1941,1950,0,0,5,2,1,1,0,1,1,0,0,3,0,0,2,0,2,788,0,0,788,1,0,2,1,1,4,0,2,1,4,3,3,2,0,0,0,0,0,0,0,0,2,0,0,4,2006,0,1,100000
395,50,0,10134,0,0,0,0,0,0,0,7,0,0,0,2,5,6,1940,1950,0,0,1,1,1,1,0,1,1,0,0,2,0,0,1,0,2,735,299,0,1034,1,0,2,1,1,5,0,0,0,1,1,0,0,0,0,39,0,0,0,0,0,0,0,0,7,2007,0,0,109000
396,20,0,9571,0,0,0,0,0,0,0,15,0,0,0,1,5,6,1956,1956,0,0,2,5,1,1,0,1,1,0,3,4,0,0,2,0,0,1144,0,0,1144,1,0,3,1,1,6,0,0,0,0,1,0,0,0,44,0,0,0,0,0,0,0,0,0,6,2010,0,0,129000
397,20,0,7200,0,0,0,2,0,0,0,0,0,0,0,1,5,5,1972,1972,1,0,1,1,1,1,0,1,1,0,3,3,0,0,2,0,0,894,0,0,894,1,0,2,1,1,6,0,0,0,1,0,0,0,0,215,0,0,0,0,0,0,0,0,0,9,2009,0,0,123000
398,60,0,7590,0,0,0,0,0,0,0,11,2,0,0,0,5,5,1962,1962,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,0,0,876,936,0,1812,2,0,4,1,1,8,0,1,1,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,7,2007,0,0,169500
399,30,1,8967,0,0,0,0,0,2,0,13,0,0,0,1,5,2,1920,1950,0,0,1,1,1,1,2,2,4,4,0,2,0,0,1,0,4,1077,0,0,1077,1,0,2,1,1,6,5,0,0,1,1,5,4,1,0,0,0,0,0,0,0,0,0,0,11,2007,0,1,67000
400,60,3,8125,0,0,0,0,0,0,0,5,0,0,0,0,7,5,2006,2007,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1112,438,0,1550,2,0,2,1,0,7,0,0,0,0,2,0,0,0,0,168,0,0,0,0,0,0,0,0,10,2009,0,0,241000
401,120,0,14963,0,0,2,0,0,0,0,1,0,0,3,1,8,5,1996,1996,0,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1288,0,0,1288,1,1,1,1,2,4,0,2,2,0,2,0,0,0,120,30,0,0,224,0,0,0,0,0,12,2008,0,0,245500
402,20,0,8767,0,0,1,0,0,0,0,0,0,0,0,1,7,5,2005,2005,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1310,0,0,1310,2,0,3,1,0,6,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2006,1,2,164990
403,30,0,10200,0,0,0,0,0,0,0,9,0,0,0,1,5,8,1940,1997,0,0,2,5,1,1,0,0,1,0,0,2,0,0,0,0,0,672,0,0,672,1,0,2,1,1,4,0,0,0,1,1,0,0,1,168,0,0,0,0,0,0,3,0,0,8,2008,0,0,108000
404,60,0,12090,0,0,0,0,0,2,0,3,0,0,0,0,8,5,1998,1998,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1165,1098,0,2263,2,1,4,1,0,10,0,1,1,2,2,0,0,0,144,123,0,0,0,0,0,0,0,0,7,2006,0,1,258000
405,60,0,10364,0,0,1,0,0,0,0,17,0,0,0,0,6,5,1995,1996,0,0,1,1,1,1,0,0,0,0,0,2,0,0,1,0,0,806,766,0,1572,2,1,3,1,1,7,0,1,1,2,2,0,0,0,0,40,0,0,0,0,0,0,0,0,5,2007,0,0,168000
406,20,0,9991,0,0,1,0,0,2,0,9,1,0,0,1,4,4,1976,1993,0,0,7,4,1,1,0,1,1,0,0,4,0,0,0,0,0,1620,0,0,1620,2,0,3,1,1,8,1,1,1,0,1,0,0,0,120,78,0,0,0,0,0,2,0,0,6,2009,0,0,150000
407,50,0,10480,0,0,0,0,0,0,0,23,0,0,0,2,6,5,1936,1950,0,0,1,1,1,1,0,2,1,0,0,2,0,0,0,0,2,1166,0,473,1639,1,0,3,1,1,6,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2008,0,0,115000
408,70,0,15576,0,0,0,0,0,0,0,2,0,0,0,0,6,7,1915,1976,0,0,2,4,1,1,0,2,0,0,0,2,0,0,0,0,0,840,840,0,1680,2,0,4,1,1,8,0,0,0,0,1,0,0,0,0,0,160,0,0,0,0,0,0,0,3,2008,0,0,177000
409,60,0,14154,0,0,0,0,0,2,0,10,0,0,0,0,7,5,2006,2006,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1071,1101,0,2172,2,1,3,1,0,9,0,1,2,0,0,0,0,0,192,62,0,0,0,0,0,0,0,0,8,2007,1,2,280000
410,60,3,10800,0,0,0,0,0,0,0,5,0,0,0,0,8,5,2007,2008,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1050,1028,0,2078,2,1,3,1,2,8,0,1,2,0,2,0,0,0,0,102,0,0,0,0,0,0,0,0,4,2008,1,2,339750
411,20,0,9571,0,0,0,0,0,0,0,15,0,0,0,1,5,3,1958,1958,0,0,10,10,1,1,2,1,1,3,0,2,0,0,2,0,2,1276,0,0,1276,1,0,3,1,1,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2009,2,1,60000
412,190,0,34650,0,0,0,1,0,0,0,17,0,0,1,1,5,5,1955,1955,1,0,2,5,1,1,0,1,1,0,2,3,0,0,2,1,0,1056,0,0,1056,1,0,3,1,1,5,0,0,0,0,2,0,0,0,264,0,0,0,0,0,0,0,0,0,1,2006,0,0,145000
413,20,3,4403,0,0,2,0,0,0,0,5,0,0,0,1,7,5,2009,2009,0,0,1,1,2,2,0,0,2,0,3,0,0,0,0,0,0,1478,0,0,1478,2,1,2,1,0,7,0,1,2,0,2,0,0,0,0,144,0,0,0,0,0,0,0,0,6,2010,1,2,222000
414,30,1,8960,0,1,0,0,0,0,0,7,3,0,0,1,5,6,1927,1950,0,0,5,2,1,1,0,1,1,0,0,2,0,0,1,0,2,1028,0,0,1028,1,0,2,1,1,5,0,1,2,1,1,0,0,0,0,0,130,0,0,0,0,0,0,0,3,2010,0,0,115000
415,60,0,11228,0,0,2,0,0,3,0,12,0,0,0,0,7,5,1993,1993,0,0,0,0,1,0,0,0,0,0,0,4,6,0,0,0,0,1080,1017,0,2097,2,1,3,1,0,9,0,1,1,0,1,0,0,0,196,187,0,0,0,0,0,0,0,0,12,2008,0,0,228000
416,20,0,8899,0,0,1,0,0,0,0,17,0,0,0,1,7,5,2007,2007,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1340,0,0,1340,2,0,3,1,0,6,0,0,0,0,2,0,0,0,100,30,0,0,0,0,0,0,0,0,8,2007,1,2,181134
417,60,0,7844,0,0,0,0,0,0,0,9,0,0,0,0,6,7,1978,1978,1,0,3,3,0,1,0,1,1,0,0,1,0,0,2,0,0,672,728,0,1400,1,1,3,1,1,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2006,0,0,149500
418,70,0,22420,0,0,1,0,0,0,0,2,1,0,0,0,6,6,1918,1950,1,0,2,8,1,1,0,2,0,0,0,4,0,1,2,1,2,1370,1254,0,2624,2,1,4,1,1,10,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2007,0,0,239000
419,50,0,8160,0,0,0,0,0,0,0,15,0,0,0,2,5,6,1940,1950,0,0,1,1,1,1,0,2,1,0,0,1,0,0,3,1,1,756,378,0,1134,1,1,3,1,1,7,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2007,0,3,126000
420,20,0,8450,0,0,0,0,0,0,0,11,0,0,0,1,5,6,1968,1968,0,0,0,0,1,1,0,1,1,0,0,4,0,0,0,0,0,1056,0,0,1056,1,0,3,1,1,6,0,1,3,0,1,0,0,0,0,85,184,0,0,0,0,0,0,0,7,2010,0,0,142000
421,90,1,7060,0,0,0,0,0,0,0,4,0,0,2,4,7,5,1997,1998,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1344,0,0,1344,2,0,2,2,1,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2008,0,4,206300
422,20,0,16635,0,0,1,0,0,1,0,6,0,0,0,1,6,7,1977,2000,0,0,6,6,2,0,0,1,0,0,0,1,0,0,1,0,0,1602,0,0,1602,2,0,3,1,0,8,0,1,1,0,2,0,0,0,240,0,0,0,0,0,0,0,0,0,6,2009,0,0,215000
423,20,0,21750,0,0,0,3,0,0,1,4,3,0,0,1,5,5,1954,1954,1,0,3,3,1,1,0,1,1,0,0,2,0,0,0,0,2,988,0,0,988,1,0,2,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2008,0,0,113000
424,60,0,9200,0,0,0,0,0,0,0,3,0,0,0,0,8,5,1998,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1470,1160,0,2630,2,1,4,1,0,8,0,1,1,0,2,0,0,0,0,66,0,0,0,0,0,0,0,0,6,2008,0,0,315000
425,20,0,9000,0,0,0,0,0,0,0,11,0,0,0,1,6,5,1956,1956,0,0,2,5,0,1,0,1,0,0,0,6,0,0,1,0,2,1196,0,0,1196,1,0,2,1,1,6,0,1,2,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,5,2008,0,0,139000
426,60,1,3378,0,1,0,3,0,0,0,7,0,0,0,0,7,8,1946,1992,0,0,3,3,1,1,1,1,1,0,0,2,0,0,1,0,0,707,682,0,1389,1,1,3,1,1,6,0,2,2,1,1,0,0,2,0,0,126,0,0,0,0,0,0,0,9,2009,0,0,135000
427,80,0,12800,0,0,0,2,0,0,1,12,0,0,0,5,7,5,1989,1989,0,0,2,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1644,0,0,1644,2,0,2,1,0,5,0,1,1,0,2,0,0,0,80,0,0,0,396,0,0,0,0,0,8,2009,0,0,275000
428,20,0,8593,0,0,1,0,0,0,0,11,0,0,0,1,4,6,1957,1957,1,0,1,1,1,1,0,1,1,0,0,3,0,0,0,0,0,907,0,0,907,1,0,3,1,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2008,0,0,109008
429,20,0,6762,0,0,0,0,0,0,0,0,0,0,0,1,7,5,2007,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,0,0,1208,2,0,2,1,0,6,0,0,0,0,0,0,0,0,105,54,0,0,0,0,0,0,0,0,9,2007,1,2,195400
430,20,0,11457,0,0,1,0,0,2,0,16,0,0,0,1,6,5,1988,1988,0,0,3,3,1,1,0,1,0,0,2,0,0,0,2,0,0,1412,0,0,1412,2,0,3,1,0,6,0,1,1,0,1,0,0,0,0,0,169,0,0,0,0,0,0,0,3,2009,0,0,175000
431,160,1,1680,0,0,0,0,0,0,0,22,0,0,4,0,6,5,1971,1971,0,0,3,3,0,1,0,1,1,0,0,1,0,0,2,0,0,483,504,0,987,1,1,2,1,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2008,2,1,85400
432,50,1,5586,0,0,1,1,0,0,0,7,1,0,0,2,6,7,1920,1998,0,0,1,1,1,1,0,2,1,0,0,2,0,0,1,0,0,1088,110,0,1198,1,0,4,1,1,7,0,0,0,4,3,3,2,1,0,98,0,0,0,0,0,1,0,0,9,2008,3,1,79900
433,160,1,1920,0,0,0,0,0,0,0,22,0,0,3,0,5,5,1971,1971,0,0,3,3,0,1,0,1,1,0,0,1,0,0,0,0,0,765,600,0,1365,1,1,2,1,1,6,1,0,0,1,1,0,0,0,240,36,0,0,0,0,0,0,0,0,8,2007,0,0,122500
434,60,0,10839,0,0,1,0,0,2,0,17,0,0,0,0,6,5,1997,1998,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,926,678,0,1604,2,1,3,1,1,7,0,1,1,0,2,0,0,0,0,36,0,0,0,0,0,0,0,0,7,2008,0,0,181000
435,180,1,1890,0,0,0,0,0,0,0,14,0,0,4,4,4,7,1972,1972,0,0,6,6,1,1,1,1,0,0,3,1,0,0,1,0,0,630,0,0,630,1,0,1,1,1,3,0,0,0,4,3,3,2,0,88,0,0,0,0,0,0,0,0,0,6,2008,0,0,81000
436,60,0,10667,0,0,2,0,0,3,0,0,2,0,0,0,7,6,1996,1996,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,827,834,0,1661,2,1,3,1,0,6,0,1,1,0,0,0,0,0,158,61,0,0,0,0,0,0,0,0,4,2009,6,0,212000
437,50,1,4400,0,0,0,0,0,0,0,7,0,0,0,2,6,8,1920,1950,0,0,9,8,1,1,0,2,4,0,0,2,0,0,2,0,2,734,384,0,1118,1,0,2,1,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2006,0,0,116000
438,45,1,6000,0,0,0,0,0,0,0,8,0,0,0,3,6,7,1926,2004,0,0,2,5,1,0,0,0,1,0,0,2,0,0,1,0,0,904,0,0,904,1,0,2,1,1,4,0,0,0,1,1,0,0,0,0,0,105,0,0,0,0,0,0,0,1,2009,0,0,119000
439,30,0,4280,0,0,0,0,0,0,0,2,0,0,0,1,5,6,1913,2002,0,0,5,8,1,1,0,0,1,0,0,6,0,0,2,1,0,694,0,0,694,1,0,2,1,0,4,0,1,2,1,1,2,0,2,0,0,34,0,0,0,0,1,0,0,3,2007,0,0,90350
440,50,0,12354,0,1,0,0,0,2,0,15,0,0,0,2,6,8,1920,2000,0,0,2,5,1,1,0,2,1,3,2,2,0,0,1,0,0,684,512,0,1196,1,0,3,1,0,7,0,0,0,1,1,0,0,0,0,46,0,0,0,0,0,3,1,800,8,2009,4,0,110000
441,20,0,15431,0,0,0,0,0,0,0,10,0,0,0,1,10,5,2008,2008,1,0,0,0,2,2,0,0,2,0,1,0,3,0,0,0,0,2402,0,0,2402,2,0,2,1,2,10,0,2,2,0,2,0,0,0,0,72,0,0,170,0,0,0,0,0,4,2009,0,0,555000
442,90,0,12108,0,0,0,0,0,0,0,15,0,0,2,1,4,4,1955,1955,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,1,1,1440,0,0,1440,2,0,4,2,3,8,0,0,0,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,9,2008,0,0,118000
443,50,1,6240,0,0,0,0,0,0,0,8,0,0,0,2,5,7,1930,1992,0,0,1,1,1,1,0,0,1,0,0,2,0,0,2,0,0,1128,445,0,1573,2,0,3,1,1,8,0,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,6,2008,0,0,162900
444,120,0,3922,0,0,0,0,0,0,0,21,0,0,3,1,7,5,2006,2007,0,0,5,2,0,0,0,0,2,0,3,2,0,0,0,0,0,1258,0,0,1258,2,0,2,1,0,6,0,1,2,0,2,0,0,0,144,16,0,0,0,0,0,0,0,0,6,2007,1,2,172500
445,60,0,8750,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1994,1995,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,933,975,0,1908,2,1,4,1,0,8,0,1,1,0,1,0,0,0,144,133,0,0,0,0,0,0,0,0,7,2008,0,0,210000
446,20,0,9855,0,0,0,0,0,2,0,15,0,0,0,1,6,5,1956,1956,1,0,2,5,1,1,0,1,1,0,0,2,0,0,3,0,0,1689,0,0,1689,1,0,3,1,1,7,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2009,2,0,127500
447,20,0,16492,0,0,1,0,0,2,0,11,7,0,0,1,6,6,1966,2002,0,0,4,4,1,0,0,1,1,0,0,1,4,0,0,0,0,1888,0,0,1888,2,1,2,1,0,6,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2010,0,0,190000
448,60,0,11214,0,0,1,0,0,2,0,17,0,0,0,0,7,5,1998,1999,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,956,930,0,1886,2,1,4,1,0,10,0,1,1,0,2,0,0,0,89,0,0,0,0,0,0,0,0,0,7,2006,0,0,199900
449,50,1,8600,0,0,0,1,0,0,0,13,0,0,0,2,6,6,1937,1950,0,0,1,1,1,1,0,2,1,0,0,2,0,0,2,0,0,780,596,0,1376,2,0,3,1,1,7,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2006,0,0,119500
450,50,1,6000,0,0,0,0,0,0,0,7,0,0,0,2,3,7,1948,2002,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,679,504,0,1183,1,1,2,1,1,6,0,0,0,1,1,0,0,0,0,176,0,0,0,0,0,0,0,0,6,2007,0,0,120000
451,30,1,5684,0,0,0,0,0,0,0,7,0,0,0,1,6,8,1930,2005,1,0,2,5,1,1,0,2,1,0,0,2,0,0,0,0,2,813,0,0,813,1,0,2,1,0,5,0,0,0,1,1,1,1,1,0,113,0,0,0,0,0,0,0,0,6,2006,0,0,110000
452,20,0,70761,0,0,1,2,0,0,1,19,0,0,0,1,7,5,1975,1975,0,1,7,4,1,1,0,1,0,0,1,1,0,0,2,0,0,1533,0,0,1533,2,0,2,1,0,5,0,2,1,0,1,0,0,0,200,54,0,0,0,0,0,0,0,0,12,2006,0,0,280000
453,60,0,9303,0,0,1,0,0,2,0,16,0,0,0,0,6,5,1996,1997,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,888,868,0,1756,2,1,3,1,1,7,0,0,0,0,2,0,0,0,144,122,0,0,0,0,0,0,0,0,7,2007,0,0,204000
454,60,3,9000,0,0,0,0,0,0,0,5,0,0,0,0,8,5,2008,2008,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,786,804,0,1590,2,1,3,1,0,6,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,6,2009,0,0,210000
455,90,0,9297,0,0,0,0,0,0,0,4,0,0,2,1,5,5,1976,1976,0,0,7,4,1,1,0,1,1,0,0,1,0,0,2,0,0,1728,0,0,1728,2,0,4,2,1,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2006,0,5,188000
456,20,0,9600,0,0,0,0,0,0,0,6,0,0,0,1,7,6,1973,1973,1,0,3,3,0,1,0,1,1,0,0,1,0,0,3,0,0,1242,0,0,1242,1,1,3,1,1,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2007,0,0,175500
457,70,1,4571,0,1,0,0,0,0,0,7,0,0,0,0,5,5,1916,1950,0,0,8,9,1,1,0,2,1,0,0,2,0,0,3,1,0,624,720,0,1344,1,0,4,1,1,7,0,0,0,1,1,1,1,0,0,0,96,0,0,0,0,0,0,0,5,2008,2,1,98000
458,20,0,53227,0,0,1,2,0,3,1,19,0,0,0,1,4,6,1954,1994,4,5,7,4,1,1,0,1,0,0,1,4,0,0,0,0,0,1663,0,0,1663,1,0,2,1,0,6,1,2,2,0,2,0,0,0,224,137,0,0,0,0,0,0,0,0,3,2008,0,0,256000
459,70,1,5100,0,1,0,0,0,0,0,7,0,0,0,0,8,7,1925,1996,1,0,9,2,1,1,1,0,1,0,0,2,0,0,3,0,0,833,833,0,1666,1,0,3,1,0,7,0,1,2,1,1,0,0,0,192,63,0,0,0,0,0,1,0,0,6,2008,0,0,161000
460,50,0,7015,0,0,1,1,0,2,0,8,0,0,0,2,5,4,1950,1950,0,0,1,1,3,1,0,1,1,0,0,6,0,0,2,0,0,979,224,0,1203,1,0,3,1,0,5,0,1,1,1,1,0,0,0,0,0,248,0,0,0,0,0,0,0,7,2009,0,0,110000
461,60,3,8004,0,0,1,0,0,0,0,5,6,0,0,0,8,5,2009,2009,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,832,1103,0,1935,2,1,3,1,1,8,0,0,0,2,2,0,0,0,0,150,0,0,0,0,0,0,0,0,12,2009,1,2,263435
462,70,0,7200,0,0,0,0,0,0,0,23,1,0,0,0,7,9,1936,2007,0,0,2,5,1,0,1,0,0,1,0,1,1,0,0,0,0,575,560,0,1135,1,0,3,1,0,6,0,0,0,1,0,0,0,0,256,0,0,0,0,0,0,1,0,0,4,2009,0,0,155000
463,20,0,8281,0,0,1,0,0,0,0,9,0,0,0,1,5,5,1965,1965,0,0,1,1,1,1,0,1,1,0,0,3,1,0,1,0,0,864,0,0,864,1,0,3,1,1,5,0,1,5,1,1,0,0,0,0,0,236,0,0,0,0,2,0,0,12,2009,0,0,62383
464,70,0,11988,0,0,1,3,0,0,1,2,0,0,0,0,6,7,1934,1995,1,0,9,8,1,1,0,1,1,0,0,6,0,0,3,0,2,849,811,0,1660,1,1,3,1,1,6,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2008,0,0,188700
465,20,0,8430,0,0,0,3,0,0,1,0,0,0,0,1,5,5,1978,1978,0,0,3,3,0,1,0,1,0,0,0,3,0,0,2,0,0,1040,0,0,1040,2,0,3,1,1,5,0,0,0,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,8,2009,0,0,124000
466,120,1,3072,0,0,0,0,0,0,0,21,0,0,3,1,7,5,2004,2004,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1414,0,0,1414,2,0,2,1,0,6,0,1,1,0,2,0,0,0,144,20,0,0,0,0,0,0,0,0,5,2006,0,0,178740
467,20,0,10628,0,0,0,0,0,0,0,11,0,0,0,1,7,5,1970,1970,4,5,7,4,1,1,1,1,1,1,1,0,0,0,2,0,0,1277,0,0,1277,1,0,2,1,1,5,0,1,5,0,1,0,0,0,0,0,0,0,176,0,0,2,0,0,4,2007,0,0,167000
468,70,0,9480,0,0,0,0,0,0,0,11,3,0,0,0,5,7,1942,1995,0,0,1,1,2,1,0,1,1,0,0,6,0,0,0,0,0,888,756,0,1644,1,1,3,1,0,7,0,2,2,0,1,0,0,0,168,0,0,0,0,0,0,0,0,0,6,2007,0,0,146500
469,20,0,11428,0,0,1,0,0,0,0,10,0,0,0,1,8,5,2006,2006,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1634,0,0,1634,2,0,3,1,0,7,0,1,2,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,5,2007,0,0,250000
470,60,0,9291,0,0,1,0,0,2,0,12,8,0,0,0,6,5,1993,1993,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,832,878,0,1710,2,1,3,1,0,7,0,0,0,0,0,0,0,0,144,70,0,0,0,0,0,0,0,0,6,2008,0,0,187000
471,120,0,6820,0,0,1,0,0,2,0,18,0,0,3,1,8,5,1985,1985,0,0,3,3,1,0,0,0,0,0,3,0,1,0,2,0,0,1502,0,0,1502,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,54,0,0,140,0,0,0,0,0,6,2010,0,0,212000
472,60,0,11952,0,0,0,0,0,0,0,6,7,0,0,0,7,6,1977,1977,3,3,5,4,1,1,0,1,0,0,0,2,0,0,2,0,0,1161,808,0,1969,2,1,3,1,1,8,0,1,2,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,11,2007,0,0,190000
473,180,1,3675,0,0,0,0,0,0,0,15,0,0,3,5,6,5,2005,2005,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1072,0,0,1072,1,0,2,1,1,5,0,0,0,5,0,0,0,0,0,28,0,0,0,0,0,0,0,0,6,2008,0,0,148000
474,20,0,14977,0,0,1,0,0,0,0,10,0,0,0,1,8,5,2006,2007,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1976,0,0,1976,2,0,2,1,0,7,0,1,4,0,0,0,0,0,250,63,0,0,0,0,0,0,0,0,7,2007,1,2,440000
475,120,0,5330,0,0,0,0,0,0,0,18,0,0,3,1,8,5,2000,2000,0,0,6,6,1,0,0,0,0,0,3,0,0,0,0,0,0,1652,0,0,1652,2,0,2,1,2,6,0,0,0,0,0,0,0,0,96,48,0,0,0,0,0,0,0,0,8,2007,0,0,251000
476,20,0,8480,0,0,0,0,0,2,0,9,0,0,0,1,5,6,1963,1963,1,0,3,3,1,1,0,1,1,0,0,0,0,0,2,0,0,970,0,0,970,1,0,2,1,1,5,0,0,0,1,1,0,0,0,0,24,0,0,192,0,0,0,0,0,7,2007,0,0,132500
477,20,0,13125,0,0,0,0,0,0,1,0,0,0,0,1,6,5,1997,1998,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1493,0,0,1493,2,0,3,1,0,7,0,1,1,0,2,0,0,0,140,39,0,0,0,0,0,0,0,0,4,2008,0,0,208900
