Id,MSSubClass,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
377,85,8846,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,914,0,0,914,1,0,2,1,5,0,Y,0,0,0,0,0,0,0,7,2006,Normal,148000
378,60,11143,Pave,IR1,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1580,886,0,2466,3,0,4,1,8,1,Y,159,214,0,0,0,0,0,12,2007,Normal,340000
379,20,11394,Pave,Reg,Lvl,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1856,0,0,1856,1,1,1,1,8,1,Y,113,0,0,0,0,0,0,6,2010,Partial,394432
380,60,8123,Pave,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,1007,793,0,1800,2,1,3,1,7,1,Y,100,63,0,0,0,0,0,6,2009,Normal,179000
381,50,5000,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,1026,665,0,1691,2,0,3,1,6,1,Y,0,0,242,0,0,0,0,5,2010,Normal,127000
382,20,7200,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1301,0,0,1301,2,0,2,1,5,1,Y,216,121,0,0,0,0,0,8,2006,Partial,187750
383,60,9245,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,939,858,0,1797,2,1,3,1,8,0,Y,144,53,0,0,0,0,0,4,2007,Normal,213500
384,45,9000,Pave,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,TA,TA,BrkTil,GasA,TA,N,784,0,0,784,1,0,2,1,5,0,N,0,0,91,0,0,0,0,10,2009,Normal,76000
385,60,53107,Pave,IR2,Low,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1079,874,0,1953,2,1,3,1,9,2,Y,216,231,0,0,0,0,0,6,2007,Normal,240000
386,120,3182,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1269,0,0,1269,2,0,2,1,6,1,Y,146,20,0,0,144,0,0,4,2010,Normal,192000
387,50,8410,Pave,Reg,Lvl,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,TA,Fa,PConc,GasA,TA,Y,658,526,0,1184,1,0,5,1,8,0,N,0,151,0,0,0,0,0,5,2006,AdjLand,81000
388,80,7200,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,TA,TA,CBlock,GasA,Ex,Y,1125,0,0,1125,1,0,3,1,6,1,Y,296,0,0,0,0,0,0,10,2009,Abnorml,125000
389,20,9382,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1479,0,0,1479,2,0,3,1,6,0,Y,120,25,0,0,0,0,0,7,2008,Normal,191000
390,60,12474,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,Ex,TA,PConc,GasA,Ex,Y,1742,590,0,2332,2,1,3,1,9,1,Y,196,134,0,0,0,0,0,8,2008,Partial,426000
391,50,8405,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,961,406,0,1367,1,0,4,1,7,0,Y,0,130,112,0,0,0,0,4,2008,Normal,119000
392,60,12209,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,804,1157,0,1961,2,1,3,1,7,1,Y,125,192,0,0,0,0,0,6,2009,Normal,215000
393,20,8339,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,TA,TA,Slab,GasA,TA,Y,882,0,0,882,1,0,3,1,5,0,Y,0,0,0,0,0,0,1200,7,2007,Normal,106500
394,30,7446,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,788,0,0,788,1,0,2,1,4,2,Y,0,0,0,0,0,0,0,4,2006,Abnorml,100000
395,50,10134,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,735,299,0,1034,1,0,2,1,5,0,Y,0,39,0,0,0,0,0,7,2007,Normal,109000
396,20,9571,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1144,0,0,1144,1,0,3,1,6,0,Y,44,0,0,0,0,0,0,6,2010,Normal,129000
397,20,7200,Pave,Reg,Low,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,894,0,0,894,1,0,2,1,6,0,Y,215,0,0,0,0,0,0,9,2009,Normal,123000
398,60,7590,Pave,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,876,936,0,1812,2,0,4,1,8,1,Y,0,168,0,0,0,0,0,7,2007,Normal,169500
399,30,8967,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,TA,Fa,BrkTil,GasA,Gd,Y,1077,0,0,1077,1,0,2,1,6,0,N,0,0,0,0,0,0,0,11,2007,Abnorml,67000
400,60,8125,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1112,438,0,1550,2,0,2,1,7,0,Y,0,168,0,0,0,0,0,10,2009,Normal,241000
401,120,14963,Pave,IR2,Lvl,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1288,0,0,1288,1,1,1,1,4,2,Y,120,30,0,0,224,0,0,12,2008,Normal,245500
402,20,8767,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1310,0,0,1310,2,0,3,1,6,1,Y,0,0,0,0,0,0,0,7,2006,Partial,164990
403,30,10200,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,672,0,0,672,1,0,2,1,4,0,N,168,0,0,0,0,0,0,8,2008,Normal,108000
404,60,12090,Pave,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,Gd,TA,PConc,GasA,Gd,Y,1165,1098,0,2263,2,1,4,1,10,1,Y,144,123,0,0,0,0,0,7,2006,Abnorml,258000
405,60,10364,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,806,766,0,1572,2,1,3,1,7,1,Y,0,40,0,0,0,0,0,5,2007,Normal,168000
406,20,9991,Pave,IR1,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,1620,0,0,1620,2,0,3,1,8,1,Y,120,78,0,0,0,0,0,6,2009,Normal,150000
407,50,10480,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,1166,0,473,1639,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,3,2008,Normal,115000
408,70,15576,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,840,840,0,1680,2,0,4,1,8,0,Y,0,0,160,0,0,0,0,3,2008,Normal,177000
409,60,14154,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1071,1101,0,2172,2,1,3,1,9,1,Y,192,62,0,0,0,0,0,8,2007,Partial,280000
410,60,10800,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1050,1028,0,2078,2,1,3,1,8,1,Y,0,102,0,0,0,0,0,4,2008,Partial,339750
411,20,9571,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,TA,Fa,CBlock,GasA,TA,Y,1276,0,0,1276,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,6,2009,Abnorml,60000
412,190,34650,Pave,Reg,Bnk,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,TA,TA,CBlock,GasA,TA,N,1056,0,0,1056,1,0,3,1,5,0,Y,264,0,0,0,0,0,0,1,2006,Normal,145000
413,20,4403,Pave,IR2,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,Ex,TA,PConc,GasA,Ex,Y,1478,0,0,1478,2,1,2,1,7,1,Y,0,144,0,0,0,0,0,6,2010,Partial,222000
414,30,8960,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1028,0,0,1028,1,0,2,1,5,1,Y,0,0,130,0,0,0,0,3,2010,Normal,115000
415,60,11228,Pave,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1080,1017,0,2097,2,1,3,1,9,1,Y,196,187,0,0,0,0,0,12,2008,Normal,228000
416,20,8899,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1340,0,0,1340,2,0,3,1,6,0,Y,100,30,0,0,0,0,0,8,2007,Partial,181134
417,60,7844,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,672,728,0,1400,1,1,3,1,6,1,Y,0,0,0,0,0,0,0,3,2006,Normal,149500
418,70,22420,Pave,IR1,Lvl,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,TA,TA,BrkTil,GasW,TA,N,1370,1254,0,2624,2,1,4,1,10,1,N,0,0,0,0,0,0,0,11,2007,Normal,239000
419,50,8160,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Fa,N,756,378,0,1134,1,1,3,1,7,0,P,0,0,0,0,0,0,0,4,2007,AdjLand,126000
420,20,8450,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,1056,0,0,1056,1,0,3,1,6,1,Y,0,85,184,0,0,0,0,7,2010,Normal,142000
421,90,7060,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,TA,Gd,PConc,GasA,Ex,Y,1344,0,0,1344,2,0,2,2,8,0,Y,0,0,0,0,0,0,0,11,2008,Alloca,206300
422,20,16635,Pave,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,Gd,TA,CBlock,GasA,Gd,Y,1602,0,0,1602,2,0,3,1,8,1,Y,240,0,0,0,0,0,0,6,2009,Normal,215000
423,20,21750,Pave,Reg,HLS,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,TA,TA,CBlock,GasA,Ex,Y,988,0,0,988,1,0,2,1,4,0,N,0,0,0,0,0,0,0,2,2008,Normal,113000
424,60,9200,Pave,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,Gd,TA,PConc,GasA,Gd,Y,1470,1160,0,2630,2,1,4,1,8,1,Y,0,66,0,0,0,0,0,6,2008,Normal,315000
425,20,9000,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1196,0,0,1196,1,0,2,1,6,1,Y,0,44,0,0,0,0,0,5,2008,Normal,139000
426,60,3378,Pave,Reg,HLS,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,TA,Gd,CBlock,GasA,Gd,Y,707,682,0,1389,1,1,3,1,6,2,P,0,0,126,0,0,0,0,9,2009,Normal,135000
427,80,12800,Pave,Reg,Low,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Gd,TA,PConc,GasA,Gd,Y,1644,0,0,1644,2,0,2,1,5,1,Y,80,0,0,0,396,0,0,8,2009,Normal,275000
428,20,8593,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,TA,TA,CBlock,GasA,Ex,Y,907,0,0,907,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,7,2008,Normal,109008
429,20,6762,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1208,0,0,1208,2,0,2,1,6,0,Y,105,54,0,0,0,0,0,9,2007,Partial,195400
430,20,11457,Pave,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1412,0,0,1412,2,0,3,1,6,1,Y,0,0,169,0,0,0,0,3,2009,Normal,175000
431,160,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,483,504,0,987,1,1,2,1,4,0,Y,0,0,0,0,0,0,0,7,2008,Abnorml,85400
432,50,5586,Pave,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,1088,110,0,1198,1,0,4,1,7,0,N,0,98,0,0,0,0,0,9,2008,Abnorml,79900
433,160,1920,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,765,600,0,1365,1,1,2,1,6,0,Y,240,36,0,0,0,0,0,8,2007,Normal,122500
434,60,10839,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,926,678,0,1604,2,1,3,1,7,1,Y,0,36,0,0,0,0,0,7,2008,Normal,181000
435,180,1890,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,TA,Gd,CBlock,GasA,Gd,Y,630,0,0,630,1,0,1,1,3,0,Y,88,0,0,0,0,0,0,6,2008,Normal,81000
436,60,10667,Pave,IR2,Lvl,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,827,834,0,1661,2,1,3,1,6,1,Y,158,61,0,0,0,0,0,4,2009,Normal,212000
437,50,4400,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,734,384,0,1118,1,0,2,1,6,0,Y,0,0,0,0,0,0,0,10,2006,Normal,116000
438,45,6000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Gd,TA,PConc,GasA,Gd,Y,904,0,0,904,1,0,2,1,4,0,Y,0,0,105,0,0,0,0,1,2009,Normal,119000
439,30,4280,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,TA,TA,PConc,GasA,TA,N,694,0,0,694,1,0,2,1,4,1,P,0,0,34,0,0,0,0,3,2007,Normal,90350
440,50,12354,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,684,512,0,1196,1,0,3,1,7,0,Y,0,46,0,0,0,0,800,8,2009,Normal,110000
441,20,15431,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,2402,0,0,2402,2,0,2,1,10,2,Y,0,72,0,0,170,0,0,4,2009,Normal,555000
442,90,12108,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,TA,TA,CBlock,GasA,TA,N,1440,0,0,1440,2,0,4,2,8,0,Y,0,0,0,0,0,0,0,9,2008,Normal,118000
443,50,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,1128,445,0,1573,2,0,3,1,8,1,P,0,0,0,0,0,0,0,6,2008,Normal,162900
444,120,3922,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1258,0,0,1258,2,0,2,1,6,1,Y,144,16,0,0,0,0,0,6,2007,Partial,172500
445,60,8750,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,Gd,Gd,PConc,GasA,Ex,Y,933,975,0,1908,2,1,4,1,8,1,Y,144,133,0,0,0,0,0,7,2008,Normal,210000
446,20,9855,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,TA,TA,CBlock,GasA,Fa,Y,1689,0,0,1689,1,0,3,1,7,1,Y,0,0,0,0,0,0,0,11,2009,Normal,127500
447,20,16492,Pave,IR1,Lvl,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,CompShg,Gd,TA,CBlock,GasA,Ex,Y,1888,0,0,1888,2,1,2,1,6,1,Y,0,0,0,0,0,0,0,6,2010,Normal,190000
448,60,11214,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,Gd,TA,PConc,GasA,Gd,Y,956,930,0,1886,2,1,4,1,10,1,Y,89,0,0,0,0,0,0,7,2006,Normal,199900
449,50,8600,Pave,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,780,596,0,1376,2,0,3,1,7,1,N,0,0,0,0,0,0,0,6,2006,Normal,119500
450,50,6000,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,TA,Gd,CBlock,GasA,Ex,Y,679,504,0,1183,1,1,2,1,6,0,Y,0,176,0,0,0,0,0,6,2007,Normal,120000
451,30,5684,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,TA,TA,BrkTil,GasA,Ex,Y,813,0,0,813,1,0,2,1,5,0,N,0,113,0,0,0,0,0,6,2006,Normal,110000
452,20,70761,Pave,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,TA,TA,CBlock,GasA,TA,Y,1533,0,0,1533,2,0,2,1,5,2,Y,200,54,0,0,0,0,0,12,2006,Normal,280000
453,60,9303,Pave,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,888,868,0,1756,2,1,3,1,7,0,Y,144,122,0,0,0,0,0,7,2007,Normal,204000
454,60,9000,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,786,804,0,1590,2,1,3,1,6,0,Y,0,30,0,0,0,0,0,6,2009,Normal,210000
455,90,9297,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1728,0,0,1728,2,0,4,2,8,0,Y,0,0,0,0,0,0,0,7,2006,Family,188000
456,20,9600,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,TA,TA,CBlock,GasA,Fa,Y,1242,0,0,1242,1,1,3,1,6,1,Y,0,0,0,0,0,0,0,9,2007,Normal,175500
457,70,4571,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Fa,N,624,720,0,1344,1,0,4,1,7,0,Y,0,0,96,0,0,0,0,5,2008,Abnorml,98000
458,20,53227,Pave,IR1,Low,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,TA,TA,CBlock,GasA,Ex,Y,1663,0,0,1663,1,0,2,1,6,2,Y,224,137,0,0,0,0,0,3,2008,Normal,256000
459,70,5100,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,TA,Gd,PConc,GasA,Fa,Y,833,833,0,1666,1,0,3,1,7,1,Y,192,63,0,0,0,0,0,6,2008,Normal,161000
460,50,7015,Pave,IR1,Bnk,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,979,224,0,1203,1,0,3,1,5,1,Y,0,0,248,0,0,0,0,7,2009,Normal,110000
461,60,8004,Pave,IR1,Lvl,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,832,1103,0,1935,2,1,3,1,8,0,Y,0,150,0,0,0,0,0,12,2009,Partial,263435
462,70,7200,Pave,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Gd,Gd,PConc,GasA,Ex,Y,575,560,0,1135,1,0,3,1,6,0,Y,256,0,0,0,0,0,0,4,2009,Normal,155000
463,20,8281,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,864,0,0,864,1,0,3,1,5,1,Y,0,0,236,0,0,0,0,12,2009,Normal,62383
464,70,11988,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,TA,TA,CBlock,GasA,Fa,Y,849,811,0,1660,1,1,3,1,6,1,Y,0,0,0,0,0,0,0,8,2008,Normal,188700
465,20,8430,Pave,Reg,HLS,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1040,0,0,1040,2,0,3,1,5,0,Y,0,0,0,0,0,0,0,8,2009,Normal,124000
466,120,3072,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1414,0,0,1414,2,0,2,1,6,1,Y,144,20,0,0,0,0,0,5,2006,Normal,178740
467,20,10628,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,TA,Gd,CBlock,GasA,TA,Y,1277,0,0,1277,1,0,2,1,5,1,Y,0,0,0,0,176,0,0,4,2007,Normal,167000
468,70,9480,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,888,756,0,1644,1,1,3,1,7,2,Y,168,0,0,0,0,0,0,6,2007,Normal,146500
469,20,11428,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1634,0,0,1634,2,0,3,1,7,1,Y,0,44,0,0,0,0,0,5,2007,Normal,250000
470,60,9291,Pave,IR1,Lvl,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,832,878,0,1710,2,1,3,1,7,0,Y,144,70,0,0,0,0,0,6,2008,Normal,187000
471,120,6820,Pave,IR1,Lvl,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,Gd,TA,PConc,GasA,TA,Y,1502,0,0,1502,1,1,1,1,4,0,Y,0,54,0,0,140,0,0,6,2010,Normal,212000
